FOV_row,FOV_col,count
23,23,9085
22,23,9305
21,23,8671
20,23,8896
19,23,9026
18,23,8883
17,23,8663
16,23,7415
15,23,6145
14,23,8483
13,23,8876
12,23,6194
11,23,8357
10,23,8633
9,23,8822
8,23,9032
7,23,8794
6,23,9186
5,23,9226
4,23,9200
3,23,9516
2,23,9733
1,23,9679
0,23,10534
23,22,9012
22,22,9344
21,22,8653
20,22,8802
19,22,9000
18,22,8903
17,22,8753
16,22,6763
15,22,6783
14,22,8100
13,22,8729
12,22,6926
11,22,8925
10,22,8877
9,22,8896
8,22,8962
7,22,9165
6,22,9270
5,22,9378
4,22,9484
3,22,9549
2,22,9578
1,22,9827
0,22,10697
23,21,8888
22,21,9485
21,21,8847
20,21,8814
19,21,8871
18,21,8869
17,21,9093
16,21,5740
15,21,6070
14,21,7889
13,21,8772
12,21,7328
11,21,9094
10,21,8938
9,21,8850
8,21,9305
7,21,9281
6,21,9281
5,21,9452
4,21,9528
3,21,9699
2,21,9923
1,21,9872
0,21,10914
23,20,9189
22,20,9492
21,20,9223
20,20,9305
19,20,9224
18,20,9331
17,20,9372
16,20,5631
15,20,5946
14,20,8177
13,20,9155
12,20,7955
11,20,9089
10,20,9485
9,20,9397
8,20,9609
7,20,9710
6,20,9513
5,20,9662
4,20,9818
3,20,9965
2,20,10074
1,20,10143
0,20,10959
23,19,9066
22,19,9552
21,19,9206
20,19,9176
19,19,9343
18,19,9606
17,19,9616
16,19,7432
15,19,6250
14,19,8229
13,19,9552
12,19,8117
11,19,9448
10,19,9551
9,19,9673
8,19,9792
7,19,9894
6,19,9919
5,19,9751
4,19,9976
3,19,10012
2,19,10023
1,19,10242
0,19,10934
23,18,9360
22,18,9673
21,18,9582
20,18,9518
19,18,9376
18,18,9837
17,18,9612
16,18,7767
15,18,6881
14,18,8565
13,18,9665
12,18,8121
11,18,9583
10,18,9641
9,18,9857
8,18,9929
7,18,10090
6,18,10194
5,18,10196
4,18,10025
3,18,10147
2,18,10405
1,18,10292
0,18,10880
23,17,9402
22,17,9950
21,17,9459
20,17,9584
19,17,9902
18,17,9933
17,17,9220
16,17,7693
15,17,6626
14,17,8690
13,17,9539
12,17,8477
11,17,9587
10,17,9836
9,17,9767
8,17,10067
7,17,10167
6,17,10356
5,17,10413
4,17,10239
3,17,10263
2,17,10547
1,17,10292
0,17,10939
23,16,9480
22,16,9844
21,16,9299
20,16,9476
19,16,9825
18,16,9784
17,16,9417
16,16,7400
15,16,7288
14,16,8169
13,16,9594
12,16,8555
11,16,9522
10,16,9714
9,16,9624
8,16,9866
7,16,10154
6,16,10154
5,16,10097
4,16,10203
3,16,10135
2,16,10275
1,16,10410
0,16,10897
23,15,9632
22,15,9949
21,15,9420
20,15,9550
19,15,9782
18,15,9777
17,15,9472
16,15,7418
15,15,6958
14,15,8547
13,15,9782
12,15,8654
11,15,9721
10,15,9667
9,15,9537
8,15,10154
7,15,10098
6,15,10287
5,15,10338
4,15,10279
3,15,10438
2,15,10604
1,15,10392
0,15,10767
23,14,9871
22,14,9991
21,14,9671
20,14,9498
19,14,9680
18,14,9527
17,14,9699
16,14,8065
15,14,7350
14,14,8875
13,14,9969
12,14,8938
11,14,9939
10,14,9665
9,14,9847
8,14,10100
7,14,10300
6,14,10456
5,14,10493
4,14,10460
3,14,10424
2,14,10647
1,14,10671
0,14,11101
23,13,9817
22,13,9890
21,13,9448
20,13,9371
19,13,9483
18,13,9576
17,13,9734
16,13,7917
15,13,7120
14,13,8657
13,13,10241
12,13,9053
11,13,9960
10,13,9918
9,13,10059
8,13,10182
7,13,10183
6,13,10261
5,13,10632
4,13,10524
3,13,10546
2,13,10530
1,13,10589
0,13,10928
23,12,10285
22,12,10238
21,12,9766
20,12,9597
19,12,9769
18,12,9911
17,12,10238
16,12,8728
15,12,7459
14,12,9252
13,12,10598
12,12,9627
11,12,10501
10,12,10231
9,12,10381
8,12,10479
7,12,10471
6,12,10886
5,12,10914
4,12,11241
3,12,11330
2,12,11096
1,12,11489
0,12,11691
23,11,9922
22,11,10207
21,11,9122
20,11,9403
19,11,9500
18,11,9747
17,11,9871
16,11,7958
15,11,7128
14,11,9055
13,11,10235
12,11,9403
11,11,10093
10,11,10011
9,11,10217
8,11,10242
7,11,10239
6,11,10519
5,11,10589
4,11,10778
3,11,10558
2,11,10816
1,11,10875
0,11,10862
23,10,10029
22,10,10011
21,10,9488
20,10,9438
19,10,9537
18,10,9779
17,10,9912
16,10,7857
15,10,7021
14,10,8916
13,10,10407
12,10,9445
11,10,10125
10,10,10126
9,10,10183
8,10,10056
7,10,10523
6,10,10599
5,10,10451
4,10,10719
3,10,10796
2,10,10750
1,10,10853
0,10,10935
23,9,10179
22,9,10141
21,9,9425
20,9,9503
19,9,9717
18,9,10036
17,9,10106
16,9,9137
15,9,8485
14,9,9119
13,9,10366
12,9,9716
11,9,10377
10,9,10281
9,9,10496
8,9,10560
7,9,10457
6,9,10681
5,9,10761
4,9,11005
3,9,10833
2,9,11032
1,9,10981
0,9,10649
23,8,9967
22,8,10051
21,8,9818
20,8,9512
19,8,9858
18,8,9936
17,8,10252
16,8,9297
15,8,8486
14,8,9238
13,8,10421
12,8,9715
11,8,10334
10,8,10417
9,8,10526
8,8,10630
7,8,10532
6,8,10582
5,8,10553
4,8,11005
3,8,11057
2,8,11073
1,8,11074
0,8,11120
23,7,10155
22,7,10132
21,7,9397
20,7,9610
19,7,9865
18,7,10051
17,7,10258
16,7,9387
15,7,8952
14,7,9592
13,7,10746
12,7,9935
11,7,10520
10,7,10465
9,7,10607
8,7,10465
7,7,10624
6,7,10901
5,7,10670
4,7,10967
3,7,10952
2,7,11275
1,7,11252
0,7,11344
