FOV_row,FOV_col,count
23,23,12084
22,23,12051
21,23,11955
20,23,12138
19,23,12609
18,23,12214
17,23,11238
16,23,9471
15,23,8423
14,23,9095
13,23,11081
12,23,11410
11,23,11709
10,23,11800
9,23,12143
8,23,12475
7,23,12640
6,23,12855
5,23,13405
4,23,13379
3,23,13178
2,23,13082
1,23,12766
0,23,12798
23,22,12241
22,22,12241
21,22,12223
20,22,12315
19,22,12860
18,22,12388
17,22,11586
16,22,10698
15,22,8301
14,22,9157
13,22,11975
12,22,12237
11,22,12317
10,22,12379
9,22,12475
8,22,12724
7,22,12835
6,22,13110
5,22,13790
4,22,13707
3,22,13321
2,22,13455
1,22,12958
0,22,12914
23,21,12394
22,21,12298
21,21,12161
20,21,12382
19,21,13069
18,21,12423
17,21,11586
16,21,10130
15,21,9221
14,21,9613
13,21,12108
12,21,12462
11,21,12338
10,21,12491
9,21,12410
8,21,12614
7,21,12665
6,21,12948
5,21,13674
4,21,13704
3,21,13479
2,21,13416
1,21,12936
0,21,12795
23,20,12332
22,20,12234
21,20,12004
20,20,12323
19,20,12811
18,20,12511
17,20,11605
16,20,10261
15,20,10074
14,20,9748
13,20,12178
12,20,12497
11,20,12246
10,20,12569
9,20,12416
8,20,12542
7,20,12461
6,20,12901
5,20,13273
4,20,13471
3,20,13336
2,20,13403
1,20,12878
0,20,12775
23,19,12132
22,19,12241
21,19,11995
20,19,12363
19,19,12905
18,19,12370
17,19,11775
16,19,10600
15,19,10763
14,19,10402
13,19,12334
12,19,12750
11,19,12440
10,19,12640
9,19,12448
8,19,12652
7,19,12567
6,19,12884
5,19,13012
4,19,13505
3,19,13466
2,19,13261
1,19,12304
0,19,11397
23,18,12302
22,18,12252
21,18,11927
20,18,12446
19,18,13006
18,18,12497
17,18,11796
16,18,10941
15,18,10791
14,18,10339
13,18,12618
12,18,12887
11,18,12264
10,18,12657
9,18,12598
8,18,12657
7,18,12674
6,18,12824
5,18,13003
4,18,13419
3,18,13358
2,18,13376
1,18,11394
0,18,12576
23,17,12173
22,17,12324
21,17,11852
20,17,12301
19,17,12928
18,17,12553
17,17,11806
16,17,10844
15,17,10868
14,17,10998
13,17,12768
12,17,13107
11,17,12510
10,17,12892
9,17,12644
8,17,12830
7,17,12680
6,17,12739
5,17,12865
4,17,13426
3,17,13245
2,17,13310
1,17,12599
0,17,12679
23,16,12135
22,16,12449
21,16,11911
20,16,12569
19,16,12845
18,16,12653
17,16,11997
16,16,10791
15,16,11084
14,16,11317
13,16,12930
12,16,13084
11,16,12596
10,16,12961
9,16,12728
8,16,12879
7,16,12725
6,16,12893
5,16,12896
4,16,13473
3,16,13443
2,16,13363
1,16,12837
0,16,12718
23,15,12213
22,15,12431
21,15,11842
20,15,12386
19,15,12999
18,15,12264
