FOV_row,FOV_col,count
23,23,10758
22,23,10986
21,23,10841
20,23,10568
19,23,10370
18,23,10293
17,23,10129
16,23,10045
15,23,9705
14,23,9101
13,23,9429
12,23,10387
11,23,10998
10,23,11956
9,23,11454
8,23,11356
7,23,11301
6,23,11240
5,23,10951
4,23,10456
3,23,10109
2,23,10515
1,23,10979
0,23,11500
23,22,10763
22,22,10810
21,22,10837
20,22,10619
19,22,10478
18,22,10320
17,22,10118
16,22,9954
15,22,9797
14,22,9192
13,22,9418
12,22,10338
11,22,11118
10,22,11815
9,22,11491
8,22,11442
7,22,11384
6,22,11422
5,22,11090
4,22,10458
3,22,10158
2,22,10554
1,22,11068
0,22,11735
23,21,10931
22,21,10896
21,21,11018
20,21,10843
19,21,10539
18,21,10321
17,21,10192
16,21,10160
15,21,10001
14,21,9330
13,21,9768
12,21,10420
11,21,11178
10,21,11690
9,21,11333
8,21,11356
7,21,11367
6,21,11338
5,21,10994
4,21,10713
3,21,10378
2,21,10581
1,21,11064
0,21,11622
23,20,11088
22,20,10940
21,20,10972
20,20,10880
19,20,10539
18,20,10391
17,20,10128
16,20,10288
15,20,10001
14,20,9607
13,20,9882
12,20,10486
11,20,11160
10,20,11850
9,20,11534
8,20,11655
7,20,11497
6,20,11143
5,20,11035
4,20,10921
3,20,10580
2,20,10531
1,20,10915
0,20,11435
23,19,10863
22,19,10873
21,19,10751
20,19,10632
19,19,10317
18,19,10123
17,19,10000
16,19,10041
15,19,9701
14,19,9391
13,19,9595
12,19,10277
11,19,10645
10,19,11400
9,19,11040
8,19,11242
7,19,11104
6,19,10906
5,19,10781
4,19,10687
3,19,10128
2,19,10253
1,19,10986
0,19,11403
23,18,10865
22,18,10607
21,18,10617
20,18,10558
19,18,10145
18,18,10167
17,18,9808
16,18,9827
15,18,9832
14,18,9426
13,18,9194
12,18,9951
11,18,10327
10,18,11147
9,18,10834
8,18,10939
7,18,10873
6,18,10671
5,18,10469
4,18,10550
3,18,10016
2,18,10284
1,18,10794
0,18,11107
23,17,10889
22,17,10608
21,17,10584
20,17,10390
19,17,10174
18,17,10233
17,17,9750
16,17,9710
15,17,9992
14,17,9196
13,17,9340
12,17,9808
11,17,10190
10,17,10983
9,17,10795
8,17,10801
7,17,10803
6,17,10499
5,17,10403
4,17,10573
3,17,10181
2,17,10271
1,17,10900
0,17,11207
23,16,10759
22,16,10637
21,16,10678
20,16,10334
19,16,10180
18,16,10201
17,16,9726
16,16,9717
15,16,9785
14,16,9319
13,16,9357
12,16,9799
11,16,10180
10,16,10657
9,16,10613
8,16,10689
7,16,10750
6,16,10481
5,16,10295
4,16,10539
3,16,10232
2,16,10394
1,16,10807
0,16,11046
23,15,10719
22,15,10545
21,15,10490
20,15,10261
19,15,10155
18,15,9992
17,15,9659
16,15,9650
15,15,9440
14,15,9207
13,15,9404
12,15,9793
11,15,9981
10,15,10237
9,15,10217
8,15,10352
7,15,10402
6,15,10322
5,15,10107
4,15,10378
3,15,10124
2,15,10125
1,15,10765
0,15,11215
23,14,10824
22,14,10516
21,14,10393
20,14,10261
19,14,10078
18,14,10076
17,14,9684
16,14,9696
15,14,9464
14,14,9119
13,14,9425
12,14,9728
11,14,9911
10,14,10300
9,14,10152
8,14,10402
7,14,10323
6,14,10341
5,14,10169
4,14,10447
3,14,10144
2,14,10182
1,14,10711
0,14,11078
23,13,10700
22,13,10481
21,13,10322
20,13,10167
19,13,10028
18,13,10080
17,13,9769
16,13,9687
15,13,9476
14,13,9119
13,13,9497
12,13,9631
11,13,9877
10,13,10122
9,13,10114
8,13,10245
7,13,10219
6,13,10383
5,13,9976
4,13,10413
3,13,10073
2,13,10177
1,13,10907
0,13,10983
23,12,10625
22,12,10617
21,12,10444
20,12,10201
19,12,9942
18,12,10041
17,12,9858
16,12,9670
15,12,9528
14,12,9146
13,12,9415
12,12,9628
11,12,9808
10,12,10102
9,12,10001
8,12,10118
7,12,10183
6,12,10241
5,12,10102
4,12,10410
3,12,10036
2,12,10281
1,12,10813
0,12,11089
23,11,10641
22,11,10679
21,11,10432
20,11,10169
19,11,10134
18,11,10120
17,11,9804
16,11,9717
15,11,9568
14,11,9521
13,11,9648
12,11,9612
11,11,9940
10,11,10093
9,11,9858
8,11,10100
7,11,10221
6,11,10152
5,11,9637
4,11,10441
3,11,10019
2,11,10214
1,11,10705
0,11,10999
23,10,10617
22,10,10670
21,10,10448
20,10,10212
19,10,10117
18,10,10106
17,10,9748
16,10,9654
15,10,9551
14,10,9292
13,10,9605
12,10,9608
11,10,9736
10,10,9894
9,10,9909
8,10,10064
7,10,10132
6,10,10173
5,10,9280
4,10,10452
3,10,9952
2,10,10132
1,10,10694
0,10,10962
23,9,10821
22,9,10635
21,9,10508
20,9,10284
19,9,10273
18,9,10161
17,9,9897
16,9,9770
15,9,9793
14,9,9734
13,9,9724
12,9,9744
11,9,9723
10,9,10046
9,9,9951
8,9,10128
7,9,10235
6,9,10234
5,9,9393
4,9,10639
3,9,10147
2,9,10080
1,9,10832
0,9,11155
23,8,10801
22,8,10667
21,8,10516
20,8,10292
19,8,10206
18,8,10100
17,8,9932
16,8,9730
15,8,9684
14,8,9592
13,8,9770
12,8,9645
11,8,9848
10,8,10080
9,8,9992
8,8,9980
7,8,10073
6,8,10270
5,8,9484
4,8,10513
3,8,10127
2,8,10080
1,8,10773
0,8,11140
23,7,10799
22,7,10587
21,7,10413
20,7,10308
19,7,10226
18,7,10275
17,7,9897
16,7,9757
15,7,9688
14,7,9615
13,7,9697
12,7,9769
11,7,9949
10,7,9941
9,7,9947
8,7,10097
7,7,10216
6,7,10467
5,7,9724
4,7,10535
3,7,10074
2,7,10040
1,7,10674
0,7,11111
23,6,10894
22,6,10716
21,6,10575
20,6,10332
19,6,10241
18,6,10337
17,6,9921
16,6,9825
15,6,9790
14,6,9653
13,6,9847
12,6,9779
11,6,10009
10,6,9935
9,6,9986
8,6,10157
7,6,10217
6,6,10345
5,6,9764
4,6,10680
3,6,10108
2,6,10049
1,6,10600
0,6,11197
23,5,11000
22,5,10766
21,5,10592
20,5,10433
19,5,10379
18,5,10428
17,5,10120
16,5,10025
15,5,9822
14,5,9946
13,5,9965
12,5,9711
11,5,10001
10,5,10106
9,5,10127
8,5,10253
7,5,10220
6,5,10455
5,5,9963
4,5,10686
3,5,10330
2,5,10061
1,5,10671
0,5,11417
23,4,11081
22,4,10901
21,4,10786
20,4,10658
19,4,10477
18,4,10719
17,4,10332
16,4,10060
15,4,10067
14,4,9985
13,4,10196
12,4,10068
11,4,10216
10,4,10257
9,4,10236
8,4,10277
7,4,10234
6,4,10635
5,4,9956
4,4,10774
3,4,10526
2,4,10231
1,4,10982
0,4,11417
23,3,10980
22,3,10960
21,3,10737
20,3,10612
19,3,10428
18,3,10508
17,3,10217
16,3,10061
15,3,10038
14,3,9972
13,3,10105
12,3,10003
11,3,10138
10,3,10299
9,3,10349
8,3,10338
7,3,10455
6,3,10649
5,3,9838
4,3,10716
3,3,10469
2,3,10303
1,3,10822
0,3,11217
23,2,11079
22,2,10848
21,2,10542
20,2,10532
19,2,10346
18,2,10642
17,2,10240
16,2,10028
15,2,10033
14,2,9966
13,2,10011
12,2,10041
11,2,10083
10,2,10302
9,2,10161
8,2,10401
7,2,10306
6,2,10529
5,2,10068
4,2,10696
3,2,10377
2,2,10227
1,2,10660
0,2,11132
23,1,11038
22,1,10782
21,1,10603
20,1,10496
19,1,10615
18,1,10527
17,1,10446
16,1,10233
15,1,10164
14,1,10090
