FOV_row,FOV_col,count
23,23,9902
22,23,10486
21,23,10187
20,23,10195
19,23,10047
18,23,10323
17,23,10036
16,23,10013
15,23,9818
14,23,9304
13,23,7797
12,23,8358
11,23,9695
10,23,8138
9,23,5981
8,23,10081
7,23,11297
6,23,10578
5,23,10219
4,23,9895
3,23,8998
2,23,9082
1,23,9616
0,23,9919
23,22,9931
22,22,10695
21,22,10153
20,22,10119
19,22,10194
18,22,10461
17,22,10468
16,22,10290
15,22,10098
14,22,9519
13,22,8632
12,22,8867
11,22,10096
10,22,10541
9,22,10525
8,22,10742
7,22,11054
6,22,10464
5,22,10217
4,22,9765
3,22,9649
2,22,9272
1,22,9509
0,22,10014
23,21,10005
22,21,10633
21,21,10835
20,21,10485
19,21,10367
18,21,10395
17,21,10256
16,21,10829
15,21,9746
14,21,9477
13,21,9350
12,21,8702
11,21,10433
10,21,10127
9,21,10798
8,21,10632
7,21,10331
6,21,11226
5,21,10064
4,21,9594
3,21,9553
2,21,8900
1,21,9897
0,21,9946
23,20,10344
22,20,10567
21,20,10424
20,20,10184
19,20,10607
18,20,11273
17,20,11008
16,20,10220
15,20,10456
14,20,9338
13,20,8982
12,20,9504
11,20,10370
10,20,10465
9,20,10985
8,20,11432
7,20,11566
6,20,11232
5,20,10048
4,20,10080
3,20,9812
2,20,9527
1,20,9678
0,20,10083
23,19,10436
22,19,11015
21,19,10330
20,19,10839
19,19,10429
18,19,10839
17,19,10167
16,19,10310
15,19,9815
14,19,9140
13,19,9012
12,19,8754
11,19,10189
10,19,10792
9,19,10750
8,19,10943
7,19,11470
6,19,10994
5,19,10173
4,19,9869
3,19,9703
2,19,9444
1,19,9250
0,19,10116
23,18,9976
22,18,9928
21,18,10335
20,18,11033
19,18,10714
18,18,10205
17,18,10843
16,18,10393
15,18,9822
14,18,8580
13,18,8885
12,18,8528
11,18,9911
10,18,10289
9,18,10497
8,18,10378
7,18,10900
6,18,10884
5,18,10195
4,18,9766
3,18,9575
2,18,9215
1,18,9826
0,18,9995
23,17,10267
22,17,10460
21,17,10422
20,17,10874
19,17,10490
18,17,10465
17,17,10046
16,17,10005
15,17,9764
14,17,8667
13,17,9066
12,17,9050
11,17,9603
10,17,10007
9,17,10644
8,17,10606
7,17,10748
6,17,10787
5,17,9928
4,17,9699
3,17,9598
2,17,9241
1,17,9347
0,17,9939
23,16,10149
22,16,10470
21,16,10301
20,16,10284
19,16,10536
18,16,10329
17,16,10166
16,16,10029
15,16,9296
14,16,8698
13,16,8704
12,16,8950
11,16,9377
10,16,9972
9,16,10511
8,16,10028
7,16,10509
6,16,9684
5,16,9942
4,16,9391
3,16,9563
2,16,8123
1,16,9505
0,16,9900
23,15,10445
22,15,10506
21,15,10305
20,15,10381
19,15,10798
18,15,9775
17,15,9770
