FOV_row,FOV_col,count
23,23,11685
22,23,12140
21,23,12805
20,23,13057
19,23,12884
18,23,12313
17,23,11045
16,23,11505
15,23,12128
14,23,12170
13,23,12872
12,23,13132
11,23,12630
10,23,12516
9,23,12983
8,23,13070
7,23,13540
6,23,13411
5,23,13448
4,23,13227
3,23,13095
2,23,12864
1,23,12516
0,23,12547
23,22,11779
22,22,12034
21,22,12805
20,22,12949
19,22,12931
18,22,12409
17,22,10995
16,22,11288
15,22,11665
14,22,11933
13,22,12745
12,22,13003
11,22,12130
10,22,12437
9,22,12418
8,22,12976
7,22,13210
6,22,13410
5,22,12996
4,22,13221
3,22,12828
2,22,12868
1,22,12504
0,22,12423
23,21,11985
22,21,12133
21,21,13214
20,21,13165
19,21,12711
18,21,12658
17,21,11852
16,21,11972
15,21,12163
14,21,12330
13,21,13248
12,21,13987
11,21,12915
10,21,12731
9,21,12691
8,21,13176
7,21,13371
6,21,13647
5,21,13367
4,21,13365
3,21,13159
2,21,12947
1,21,12817
0,21,12517
23,20,11563
22,20,11818
21,20,12620
20,20,12234
19,20,12581
18,20,12126
17,20,11252
16,20,11516
15,20,11489
14,20,11849
13,20,12743
12,20,13627
11,20,12311
10,20,12036
9,20,11910
8,20,12318
7,20,12615
6,20,13179
5,20,12942
4,20,12984
3,20,12514
2,20,12893
1,20,12755
0,20,12307
23,19,11663
22,19,11980
21,19,12749
20,19,12541
19,19,12398
18,19,12268
17,19,11476
16,19,11608
15,19,11973
14,19,12267
13,19,12887
12,19,13739
11,19,12731
10,19,12172
9,19,12317
8,19,12536
7,19,12647
6,19,13306
5,19,12856
4,19,12887
3,19,12386
2,19,12854
1,19,12643
0,19,12436
23,18,11519
22,18,11994
21,18,12630
20,18,12112
19,18,12537
18,18,12335
17,18,11626
16,18,11697
15,18,11884
14,18,12229
13,18,12802
12,18,13531
11,18,12789
10,18,12380
9,18,12087
8,18,12443
7,18,12582
6,18,13547
5,18,13169
4,18,12894
3,18,12706
2,18,12941
1,18,12851
0,18,12490
23,17,11540
22,17,11632
21,17,12479
20,17,12146
19,17,12799
18,17,12543
17,17,11806
16,17,11827
15,17,11979
14,17,12466
13,17,12839
12,17,13842
11,17,12747
10,17,12543
9,17,11984
8,17,12175
7,17,12410
6,17,13249
5,17,10856
4,17,12838
3,17,12770
2,17,12913
1,17,12607
0,17,12580
23,16,11564
22,16,12117
21,16,12539
20,16,11926
19,16,12261
18,16,12455
17,16,11951
16,16,11798
15,16,12142
14,16,12558
13,16,12835
12,16,13623
11,16,13128
10,16,12486
9,16,12212
8,16,12352
7,16,12236
6,16,13021
5,16,12583
4,16,12922
3,16,12873
2,16,13054
1,16,12911
0,16,12775
23,15,11389
22,15,11950
21,15,12176
20,15,11379
19,15,12669
18,15,12504
17,15,11806
16,15,11776
15,15,12171
14,15,12561
13,15,12500
12,15,13391
11,15,12843
10,15,12432
9,15,12240
8,15,11773
7,15,12040
6,15,12769
5,15,12920
4,15,12802
3,15,12746
2,15,12976
1,15,12883
0,15,12679
23,14,11509
22,14,11868
21,14,11832
20,14,11514
19,14,12471
18,14,12171
17,14,11681
16,14,11435
15,14,11785
14,14,12291
13,14,12441
12,14,13110
11,14,12874
10,14,12418
9,14,11945
8,14,11631
7,14,11769
6,14,11995
5,14,12725
4,14,12623
3,14,12899
2,14,12699
1,14,12936
0,14,12657
23,13,11463
22,13,11502
21,13,11572
20,13,11254
19,13,12121
18,13,12036
17,13,11772
16,13,11352
15,13,11894
14,13,12266
13,13,12493
12,13,13218
11,13,12359
10,13,12171
9,13,11770
8,13,11769
7,13,11669
6,13,12103
5,13,12579
4,13,12603
3,13,12776
2,13,13033
1,13,12889
0,13,12716
23,12,11459
22,12,11791
21,12,11552
20,12,10558
19,12,12162
18,12,12106
17,12,11750
16,12,11379
15,12,12117
14,12,12247
13,12,12219
12,12,13346
11,12,12783
10,12,11725
9,12,11559
8,12,11882
7,12,11668
6,12,12055
5,12,12669
4,12,12580
3,12,12525
2,12,12968
1,12,12916
0,12,12897
23,11,11521
22,11,11720
21,11,11411
20,11,10841
19,11,11883
18,11,11720
17,11,11690
16,11,11343
15,11,12041
14,11,12242
13,11,12311
12,11,12608
11,11,12575
10,11,12188
9,11,11183
8,11,11921
7,11,11642
6,11,11933
5,11,12263
4,11,12694
3,11,12689
2,11,12832
1,11,12840
0,11,12935
23,10,11640
22,10,11679
21,10,11377
20,10,11905
19,10,11160
18,10,12023
17,10,11778
16,10,11509
15,10,12154
14,10,12470
13,10,12141
12,10,13217
11,10,12866
10,10,12212
9,10,11900
8,10,11961
7,10,11039
6,10,12005
5,10,12217
4,10,12584
3,10,12592
2,10,12938
1,10,12995
0,10,13119
23,9,11602
22,9,11490
21,9,11265
20,9,11838
19,9,11826
18,9,11740
17,9,11717
16,9,11108
15,9,11933
14,9,12321
13,9,12134
12,9,13006
11,9,12775
10,9,12165
9,9,11676
8,9,11896
7,9,11575
6,9,11696
5,9,11880
4,9,12545
3,9,12508
2,9,12919
1,9,12900
0,9,13038
23,8,11532
22,8,11139
21,8,11271
20,8,11750
19,8,11201
18,8,11559
17,8,11411
16,8,11311
15,8,12042
14,8,12274
13,8,11901
12,8,12924
11,8,12393
10,8,12386
9,8,11613
8,8,11829
7,8,11641
6,8,11741
5,8,11856
4,8,12023
3,8,12572
2,8,12550
1,8,12989
0,8,13192
23,7,11656
22,7,11299
21,7,11072
20,7,11841
19,7,11564
18,7,11572
17,7,11458
16,7,10762
15,7,11956
14,7,12103
13,7,11850
12,7,12735
11,7,12479
10,7,12197
9,7,11588
8,7,11999
7,7,11389
6,7,11875
5,7,12079
4,7,12288
3,7,12791
2,7,12748
1,7,12870
0,7,13199
23,6,11629
22,6,11202
21,6,11269
20,6,11985
19,6,10972
18,6,11682
17,6,11642
16,6,11308
15,6,11936
14,6,12077
13,6,12029
12,6,12862
11,6,12721
10,6,12443
9,6,11702
8,6,11991
7,6,11830
6,6,11195
5,6,12004
4,6,11161
3,6,11648
2,6,12758
1,6,12973
0,6,13331
23,5,11556
22,5,11169
21,5,11204
20,5,11865
19,5,11260
18,5,11140
17,5,11441
16,5,11158
15,5,11802
14,5,11952
13,5,11724
12,5,12745
11,5,12477
10,5,12051
9,5,11389
8,5,11966
7,5,11859
6,5,11794
5,5,12067
4,5,11717
3,5,12836
2,5,12604
1,5,12877
0,5,13195
23,4,11590
22,4,11118
21,4,11373
20,4,11470
19,4,11433
18,4,11219
17,4,11168
16,4,11016
15,4,11674
14,4,11820
13,4,11654
12,4,12547
11,4,12429
10,4,12128
9,4,11435
8,4,11970
7,4,11791
6,4,11768
5,4,12144
4,4,11395
3,4,12161
2,4,12634
1,4,12854
0,4,12965
23,3,11663
22,3,11167
21,3,11639
20,3,11808
19,3,11567
18,3,11367
17,3,11183
16,3,11121
15,3,11766
14,3,11818
13,3,11634
12,3,12496
11,3,12382
10,3,11673
9,3,11086
8,3,11922
7,3,11932
6,3,11983
5,3,11930
4,3,12241
3,3,12705
2,3,12536
1,3,12805
0,3,12854
23,2,11520
22,2,11292
21,2,11561
20,2,11485
19,2,11585
18,2,11326
17,2,11179
16,2,11010
15,2,11625
14,2,11803
13,2,11475
12,2,12626
11,2,12302
10,2,11843
9,2,11476
8,2,11505
7,2,11692
6,2,11892
5,2,12008
4,2,11365
3,2,12529
2,2,12477
1,2,12661
0,2,12588
23,1,11664
22,1,11422
21,1,11659
20,1,11686
19,1,11501
18,1,11353
17,1,11168
16,1,10866
15,1,11712
14,1,11536
13,1,11466
12,1,12195
11,1,12156
10,1,11492
9,1,11539
8,1,11898
7,1,11939
6,1,11952
5,1,11999
4,1,12293
3,1,12490
2,1,12495
1,1,12772
0,1,12761
23,0,11643
22,0,11657
21,0,11840
20,0,11778
19,0,11527
18,0,11438
17,0,11165
16,0,11104
15,0,11665
14,0,11599
13,0,11621
12,0,12086
11,0,12132
10,0,11668
9,0,11311
8,0,11455
7,0,11845
6,0,11925
5,0,12102
4,0,11919
3,0,12431
2,0,12819
1,0,12893
0,0,12909
