FOV_row,FOV_col,count
23,23,13213
22,23,13280
21,23,13031
20,23,13008
19,23,13126
18,23,12763
17,23,12654
16,23,12508
15,23,12099
14,23,11718
13,23,11893
12,23,12223
11,23,12897
10,23,13195
9,23,13599
8,23,13691
7,23,13593
6,23,13572
5,23,12708
4,23,13100
3,23,12763
2,23,12883
1,23,12972
0,23,13526
23,22,13383
22,22,13218
21,22,13160
20,22,12984
19,22,13249
18,22,12838
17,22,12855
16,22,12551
15,22,12402
14,22,12113
13,22,12073
12,22,12202
11,22,12724
10,22,13111
9,22,13623
8,22,13842
7,22,13644
6,22,13650
5,22,12872
4,22,13036
3,22,12931
2,22,12885
1,22,13006
0,22,13446
23,21,13379
22,21,13258
21,21,13327
20,21,13256
19,21,13280
18,21,12784
17,21,13103
16,21,12856
15,21,12502
14,21,12237
13,21,12116
12,21,12386
11,21,12961
10,21,13176
9,21,13754
8,21,13892
7,21,13711
6,21,13862
5,21,13097
4,21,13157
3,21,13064
2,21,13025
1,21,13023
0,21,13435
23,20,13388
22,20,13096
21,20,13179
20,20,12913
19,20,13148
18,20,12801
17,20,12817
16,20,12912
15,20,12293
14,20,12068
13,20,12178
12,20,12383
11,20,12788
10,20,13087
9,20,13492
8,20,13878
7,20,13617
6,20,13735
5,20,12859
4,20,12952
3,20,12850
2,20,12805
1,20,12897
0,20,13323
23,19,13413
22,19,12946
21,19,13137
20,19,12783
19,19,13075
18,19,12775
17,19,12683
16,19,12744
15,19,12489
14,19,11798
13,19,11832
12,19,12430
11,19,12579
10,19,12860
9,19,13322
8,19,13626
7,19,13464
6,19,13368
5,19,12668
4,19,12624
3,19,12702
2,19,12577
1,19,12738
0,19,13227
23,18,13269
22,18,12774
21,18,12818
20,18,12666
19,18,13003
18,18,12742
17,18,12482
16,18,12553
15,18,12453
14,18,11958
13,18,11638
12,18,12233
11,18,12652
10,18,12759
9,18,13414
8,18,13409
7,18,13183
6,18,13090
5,18,12497
4,18,12514
3,18,12514
2,18,12534
1,18,12622
0,18,12947
23,17,12834
22,17,12706
21,17,12954
20,17,12843
19,17,13078
18,17,12535
17,17,12708
16,17,12628
15,17,12392
14,17,11891
13,17,12113
12,17,12276
11,17,12672
10,17,12558
9,17,13634
8,17,13435
7,17,13101
6,17,12998
5,17,12423
4,17,12692
3,17,12503
2,17,12487
1,17,12635
0,17,13205
23,16,12936
22,16,12901
21,16,12971
20,16,12611
19,16,13177
18,16,12549
17,16,12564
16,16,12647
15,16,12415
14,16,11933
13,16,11961
12,16,12603
11,16,12660
10,16,12605
9,16,13574
8,16,13319
7,16,12993
6,16,12938
5,16,12532
4,16,12675
3,16,12525
2,16,12578
1,16,12668
0,16,13143
23,15,13104
22,15,13068
21,15,13079
20,15,12855
19,15,13136
18,15,12650
17,15,12534
16,15,12638
15,15,12545
14,15,11965
13,15,11924
12,15,12527
11,15,12922
10,15,12651
9,15,13429
8,15,13311
7,15,13020
6,15,12804
5,15,12579
4,15,12624
3,15,12665
2,15,12636
1,15,12770
0,15,13254
23,14,13252
22,14,13020
21,14,13070
20,14,12772
19,14,13231
18,14,12961
17,14,12861
16,14,12930
15,14,12693
14,14,12288
13,14,12242
12,14,12714
11,14,12654
10,14,12843
9,14,13734
8,14,13364
7,14,13095
6,14,13115
5,14,12308
4,14,12492
3,14,12460
2,14,12580
1,14,12794
0,14,13228
23,13,13043
22,13,12806
21,13,12792
20,13,12765
19,13,13134
18,13,12811
17,13,12785
16,13,12794
15,13,12386
14,13,12107
13,13,12342
12,13,12411
11,13,12651
10,13,12686
9,13,13410
8,13,13362
7,13,12988
6,13,12849
5,13,12401
4,13,12433
3,13,12363
2,13,12662
1,13,12788
0,13,13166
23,12,13106
22,12,12796
21,12,12385
20,12,12427
