FOV_row,FOV_col,count
0,0,8738
1,0,9110
2,0,10692
3,0,11002
4,0,11355
5,0,12288
6,0,11739
7,0,11463
8,0,11422
9,0,11509
10,0,11378
11,0,11003
12,0,11238
13,0,11627
14,0,11254
15,0,11415
16,0,11417
17,0,11624
18,0,11950
19,0,10795
20,0,11599
21,0,11889
22,0,10229
0,1,10389
1,1,11030
2,1,11455
3,1,11411
4,1,11392
5,1,12086
6,1,11152
7,1,11669
8,1,11821
9,1,11461
10,1,11183
11,1,10761
12,1,11565
13,1,11719
14,1,11540
15,1,11542
16,1,11669
17,1,11401
18,1,11747
19,1,10779
20,1,11498
21,1,11797
22,1,10307
0,2,10960
1,2,11216
2,2,11330
3,2,11315
4,2,11065
5,2,11635
6,2,10668
7,2,11289
8,2,11022
9,2,11108
10,2,10694
11,2,10692
12,2,11126
13,2,11380
14,2,11335
15,2,11245
16,2,11387
17,2,11223
18,2,11352
19,2,10908
20,2,11149
21,2,11681
22,2,10143
0,3,11245
1,3,11404
2,3,11226
3,3,11550
4,3,10967
5,3,11308
6,3,10843
7,3,11079
8,3,10686
9,3,10670
10,3,10664
11,3,10898
12,3,11037
13,3,11346
14,3,11231
15,3,11247
16,3,11330
17,3,11188
18,3,11203
19,3,10941
20,3,10953
21,3,11538
22,3,10102
0,4,11450
1,4,11420
2,4,11359
3,4,11600
4,4,10882
5,4,10751
6,4,10785
7,4,10739
8,4,10330
9,4,10738
10,4,10951
11,4,11427
12,4,11181
13,4,11381
14,4,11232
15,4,11307
16,4,11306
17,4,11329
18,4,10633
19,4,10702
20,4,11160
21,4,11581
22,4,10283
0,5,11178
1,5,11403
2,5,11175
3,5,11376
4,5,10628
5,5,10433
6,5,10555
7,5,10297
8,5,10091
9,5,10997
10,5,10959
11,5,11344
12,5,11051
13,5,11146
14,5,11137
15,5,11066
16,5,11033
17,5,11071
18,5,11046
19,5,10832
20,5,11097
21,5,11576
22,5,10262
0,6,11307
1,6,11088
2,6,10927
3,6,11506
4,6,10482
5,6,10520
6,6,10032
7,6,9974
8,6,10061
9,6,11178
10,6,11114
11,6,11153
12,6,11039
13,6,10986
14,6,11088
15,6,10916
16,6,10759
17,6,10997
18,6,11043
19,6,10708
20,6,11202
21,6,11386
22,6,10286
0,7,11266
1,7,11074
2,7,11255
3,7,11367
4,7,10133
5,7,10557
6,7,9685
7,7,9790
8,7,10431
9,7,11051
10,7,10991
11,7,11299
12,7,11474
13,7,11049
14,7,11183
15,7,11095
16,7,10870
17,7,10932
18,7,10847
19,7,10837
20,7,11227
21,7,11343
22,7,10255
0,8,11527
1,8,11325
2,8,11279
3,8,11401
4,8,9956
5,8,10581
6,8,9699
7,8,9916
8,8,11256
9,8,11101
10,8,11294
11,8,11844
12,8,12065
13,8,11707
14,8,11685
15,8,11381
16,8,11206
17,8,11355
18,8,11006
19,8,11675
20,8,11366
21,8,11396
22,8,10336
0,9,11393
1,9,11290
2,9,11264
3,9,11085
4,9,9824
5,9,10015
6,9,9494
7,9,9527
8,9,10800
9,9,10864
10,9,11134
11,9,11650
12,9,11538
13,9,11496
14,9,11389
15,9,11162
16,9,10861
17,9,11216
18,9,10844
19,9,11266
20,9,11475
21,9,11347
22,9,10164
0,10,11270
1,10,11293
2,10,11010
3,10,10804
4,10,9630
5,10,9873
6,10,9321
7,10,9452
8,10,10539
9,10,10643
10,10,10792
11,10,11185
12,10,11104
13,10,10941
14,10,10964
15,10,10932
16,10,10491
17,10,10846
18,10,10394
19,10,10917
20,10,10984
21,10,11208
22,10,9967
0,11,11587
1,11,11362
2,11,11116
3,11,10675
4,11,9843
5,11,9802
6,11,9487
7,11,10612
8,11,10809
9,11,11388
10,11,11493
11,11,11605
12,11,11881
13,11,11960
14,11,11580
15,11,11579
16,11,11279
17,11,11368
18,11,11104
19,11,11233
20,11,11347
21,11,11381
22,11,10254
0,12,11546
1,12,11147
2,12,10719
3,12,10255
4,12,9795
5,12,9607
6,12,9082
7,12,10134
8,12,10110
9,12,10701
10,12,10872
11,12,11160
12,12,11391
13,12,11592
14,12,11325
15,12,11144
16,12,10895
17,12,11071
18,12,10819
19,12,10253
20,12,11085
21,12,11192
22,12,9985
0,13,11457
1,13,10974
2,13,10434
3,13,10034
4,13,9718
5,13,9380
6,13,8828
7,13,9955
8,13,9841
9,13,10284
10,13,10700
11,13,10959
12,13,10941
13,13,11453
14,13,11057
15,13,10910
16,13,10773
17,13,10828
18,13,10739
19,13,10689
20,13,10996
21,13,11205
22,13,9907
0,14,11565
1,14,10930
2,14,10430
3,14,10290
4,14,9881
5,14,9173
6,14,9038
7,14,9911
8,14,9890
