FOV_row,FOV_col,count
22,22,7852
21,22,9161
20,22,8578
19,22,9188
18,22,7844
17,22,8761
16,22,9459
15,22,9239
14,22,8489
13,22,9302
12,22,9213
11,22,9276
10,22,7564
9,22,7656
8,22,8247
7,22,9509
6,22,7784
5,22,7377
4,22,7994
3,22,8602
2,22,8534
1,22,8560
0,22,8148
22,21,7601
21,21,9009
20,21,8645
19,21,9139
18,21,7789
17,21,8193
16,21,8838
15,21,8668
14,21,8233
13,21,9275
12,21,9073
11,21,8505
10,21,8108
9,21,7718
8,21,8112
7,21,8940
6,21,7599
5,21,7095
4,21,7693
3,21,8533
2,21,8478
1,21,8658
0,21,8352
22,20,7711
21,20,9269
20,20,8752
19,20,8642
18,20,7539
17,20,8014
16,20,8595
15,20,8410
14,20,7910
13,20,8754
12,20,8604
11,20,8377
10,20,7710
9,20,7816
8,20,7407
7,20,9016
6,20,7542
5,20,7163
4,20,7719
3,20,8084
2,20,7813
1,20,8352
0,20,8174
22,19,7753
21,19,9333
20,19,8846
19,19,8514
18,19,7982
17,19,8018
16,19,8287
15,19,8216
14,19,7665
13,19,9071
12,19,8516
11,19,8170
10,19,7938
9,19,7650
8,19,7015
7,19,9161
6,19,7120
5,19,7121
4,19,7486
3,19,7912
2,19,8125
1,19,8428
0,19,8230
22,18,7901
21,18,9408
20,18,8922
19,18,8477
18,18,7713
17,18,8121
16,18,8037
15,18,7942
14,18,7582
13,18,8701
12,18,8458
11,18,7966
10,18,7573
9,18,7288
8,18,6780
7,18,9068
6,18,7049
5,18,7124
4,18,7716
3,18,8218
2,18,8083
1,18,8339
0,18,8911
22,17,8155
21,17,9364
20,17,9192
19,17,8530
18,17,8142
17,17,8009
16,17,8379
15,17,7927
14,17,7502
13,17,8352
12,17,7950
11,17,7728
10,17,7738
9,17,7357
8,17,7055
7,17,9023
6,17,7351
5,17,6763
4,17,7949
3,17,8194
2,17,8101
1,17,8251
0,17,8867
22,16,8151
21,16,9180
20,16,9140
19,16,8469
18,16,8204
17,16,8388
16,16,8249
15,16,8240
14,16,7629
13,16,8172
12,16,7749
11,16,7903
10,16,7541
9,16,7299
8,16,7434
7,16,9035
6,16,7234
5,16,7152
4,16,7621
3,16,8602
2,16,8025
1,16,8597
0,16,8927
22,15,8224
21,15,9187
20,15,9013
19,15,8531
18,15,8332
17,15,8279
16,15,8192
15,15,8202
14,15,7825
13,15,8401
12,15,7810
11,15,8113
10,15,7353
9,15,7262
8,15,7468
7,15,9154
6,15,7465
5,15,7101
4,15,7904
3,15,8713
2,15,8113
1,15,8373
0,15,9171
22,14,8063
21,14,8967
20,14,9010
19,14,8480
18,14,8408
17,14,8226
16,14,8620
15,14,7892
14,14,7827
13,14,7876
12,14,7644
11,14,7780
10,14,7280
9,14,6581
8,14,7360
7,14,8946
6,14,7614
5,14,7173
4,14,8055
3,14,8922
2,14,7896
1,14,8125
0,14,9256
22,13,7914
21,13,8922
20,13,9071
19,13,8853
18,13,8033
17,13,7995
16,13,8628
15,13,8215
14,13,7962
13,13,7907
12,13,7838
11,13,8528
10,13,7272
9,13,6807
8,13,7354
7,13,9091
6,13,7497
5,13,7318
4,13,8057
3,13,9043
2,13,7518
1,13,8223
0,13,9257
22,12,8170
21,12,9051
20,12,9117
19,12,8541
18,12,8397
17,12,7852
16,12,8503
15,12,8123
14,12,8030
13,12,8462
12,12,8291
11,12,8798
10,12,7261
9,12,7162
8,12,7625
7,12,9087
