FOV_row,FOV_col,count
23,23,12630
22,23,12890
21,23,12568
20,23,11002
19,23,10347
18,23,10924
17,23,11747
16,23,10965
15,23,11233
14,23,13135
13,23,13674
12,23,13454
11,23,13338
10,23,12781
9,23,11784
8,23,12449
7,23,13881
6,23,14415
5,23,14530
4,23,14736
3,23,14533
2,23,13912
1,23,13790
0,23,12337
23,22,12853
22,22,12981
21,22,12911
20,22,11346
19,22,10705
18,22,11439
17,22,12098
16,22,11266
15,22,11874
14,22,13295
13,22,13727
12,22,13614
11,22,13407
10,22,13007
9,22,12304
8,22,13057
7,22,13791
6,22,14447
5,22,14472
4,22,14758
3,22,14320
2,22,14066
1,22,13682
0,22,12009
23,21,13002
22,21,12953
21,21,13127
20,21,11758
19,21,10800
18,21,11639
17,21,12520
16,21,11712
15,21,12433
14,21,13529
13,21,13825
12,21,13643
11,21,13554
10,21,13343
9,21,12803
8,21,13321
7,21,13621
6,21,14525
5,21,14332
4,21,14650
3,21,14418
2,21,14103
1,21,13964
0,21,12118
23,20,12798
22,20,12764
21,20,13068
20,20,11641
19,20,10849
18,20,11736
17,20,12392
16,20,11892
15,20,12534
14,20,13467
13,20,14037
12,20,13812
11,20,13772
10,20,13192
9,20,13021
8,20,13238
7,20,13542
6,20,14438
5,20,14456
4,20,14652
3,20,14328
2,20,13851
1,20,14096
0,20,12080
23,19,12640
22,19,12613
21,19,13007
20,19,11984
19,19,11156
18,19,12091
17,19,12615
16,19,12065
15,19,12563
14,19,13604
13,19,13923
12,19,13962
11,19,13638
10,19,13125
9,19,13071
8,19,13356
7,19,13602
6,19,14554
5,19,14424
4,19,14385
3,19,14122
2,19,13814
1,19,14015
0,19,11608
23,18,12553
22,18,12543
21,18,12924
20,18,12077
19,18,11458
18,18,12130
17,18,12665
16,18,12122
15,18,12574
14,18,13508
13,18,13978
12,18,13861
11,18,13624
10,18,13060
9,18,13177
8,18,13483
7,18,13576
6,18,14552
5,18,14564
4,18,14585
3,18,14079
2,18,13718
1,18,13688
0,18,11793
23,17,12481
22,17,12511
21,17,12993
20,17,12337
19,17,11677
18,17,12494
17,17,12712
16,17,12227
15,17,12368
14,17,13267
13,17,13864
12,17,13894
11,17,13580
10,17,13248
9,17,13113
8,17,13614
7,17,13501
6,17,14340
5,17,14315
4,17,14485
3,17,13949
2,17,13802
1,17,13779
0,17,11787
23,16,12316
22,16,12176
21,16,12684
20,16,12353
19,16,11767
18,16,12336
17,16,12883
16,16,12118
15,16,12351
14,16,13301
13,16,13702
12,16,13706
11,16,13646
10,16,12985
9,16,12810
8,16,13503
7,16,13351
6,16,13852
5,16,14109
4,16,14186
3,16,13746
2,16,13526
1,16,13677
0,16,11519
23,15,12039
22,15,11974
21,15,12237
20,15,12474
19,15,11871
18,15,12160
17,15,12615
16,15,12129
15,15,12050
14,15,12758
13,15,13472
12,15,13400
11,15,13498
10,15,12746
9,15,12732
8,15,13394
7,15,13199
6,15,13564
5,15,13650
4,15,13880
3,15,13412
2,15,13448
1,15,13588
0,15,11430
23,14,11696
22,14,11728
21,14,12147
20,14,12664
19,14,11885
18,14,12066
17,14,12627
16,14,12149
15,14,11814
14,14,12462
13,14,13133
12,14,13220
11,14,13304
10,14,12490
9,14,12492
8,14,13071
7,14,13071
6,14,13240
5,14,13349
4,14,13627
3,14,13145
2,14,13156
1,14,13374
0,14,11603
23,13,11813
22,13,11608
21,13,12259
20,13,12718
19,13,12216
18,13,12273
17,13,12528
16,13,12267
15,13,11819
14,13,12614
13,13,13094
12,13,12990
11,13,13307
10,13,12400
9,13,12418
8,13,13093
7,13,13067
6,13,13108
5,13,13341
4,13,13483
3,13,12914
2,13,12971
1,13,13191
0,13,11445
23,12,11547
22,12,11484
21,12,12002
20,12,12715
19,12,12251
18,12,12310
17,12,12555
16,12,12425
15,12,11851
14,12,12450
13,12,12878
12,12,12827
11,12,12996
10,12,12357
9,12,12397
8,12,12798
7,12,12935
6,12,13057
5,12,13178
4,12,13457
3,12,12861
2,12,12956
1,12,13212
0,12,11671
23,11,11562
22,11,11387
21,11,11857
20,11,12609
19,11,12267
18,11,12386
17,11,12581
16,11,12396
15,11,11645
14,11,12062
13,11,12613
12,11,12650
11,11,12900
10,11,12375
9,11,12180
8,11,12731
7,11,12857
6,11,12844
5,11,13036
4,11,13249
3,11,12966
2,11,12964
1,11,13007
0,11,11583
23,10,11470
22,10,11337
21,10,11852
20,10,12558
19,10,12472
18,10,12347
17,10,12617
16,10,12361
15,10,11599
14,10,12017
13,10,12415
12,10,12464
11,10,12791
10,10,12360
9,10,12147
8,10,12543
7,10,12723
6,10,12921
5,10,13032
4,10,13226
3,10,12814
2,10,12978
1,10,12890
0,10,11539
23,9,11365
22,9,11222
21,9,11684
20,9,12404
19,9,12390
18,9,12422
17,9,12301
16,9,12321
15,9,11319
14,9,11824
13,9,12101
12,9,12220
11,9,12627
10,9,12326
9,9,12050
8,9,12387
7,9,12523
6,9,12684
5,9,12773
4,9,13037
3,9,12763
2,9,12948
1,9,12931
0,9,11621
23,8,11205
22,8,11155
21,8,11523
20,8,12221
19,8,12415
18,8,12466
17,8,12669
16,8,12432
15,8,11185
14,8,11776
13,8,12059
12,8,12169
11,8,12408
10,8,12120
9,8,11887
8,8,12200
7,8,12353
6,8,12412
5,8,12807
4,8,12839
3,8,12745
2,8,12943
1,8,13073
0,8,11778
23,7,11328
22,7,11321
21,7,11432
20,7,12199
19,7,12458
18,7,12307
17,7,12694
16,7,12392
15,7,11298
14,7,11787
13,7,11965
12,7,12087
11,7,12524
10,7,12261
9,7,11972
8,7,12112
7,7,12333
6,7,12607
5,7,12644
4,7,13010
3,7,12798
2,7,12890
1,7,13088
0,7,11415
23,6,11136
22,6,11202
21,6,11445
20,6,11714
19,6,12227
18,6,12437
17,6,12416
16,6,12193
15,6,11337
14,6,11654
13,6,11700
12,6,12052
11,6,12355
10,6,12176
9,6,11808
8,6,12123
7,6,12163
6,6,12421
5,6,12463
4,6,12758
3,6,12583
2,6,12879
1,6,12947
0,6,11544
23,5,11173
22,5,11278
21,5,11287
20,5,11562
19,5,12604
18,5,12489
17,5,12722
16,5,12177
15,5,11536
14,5,11588
13,5,11620
12,5,11970
11,5,12470
10,5,12032
9,5,11792
8,5,12048
7,5,12219
6,5,12412
5,5,12541
4,5,12864
3,5,12905
2,5,12897
1,5,12954
0,5,11727
23,4,11132
22,4,11264
21,4,11268
20,4,11581
19,4,12521
18,4,12398
17,4,12433
16,4,12248
15,4,11594
14,4,11513
13,4,11671
12,4,12045
11,4,12338
10,4,12171
9,4,11839
8,4,12020
7,4,12163
6,4,12393
5,4,12340
4,4,12827
3,4,12880
2,4,13100
1,4,12926
0,4,11547
23,3,11154
22,3,11260
21,3,11414
20,3,11471
19,3,12315
18,3,12494
17,3,12400
16,3,12175
15,3,11729
14,3,11648
13,3,11647
12,3,12115
11,3,12212
10,3,12077
9,3,11952
8,3,11990
7,3,12207
6,3,12293
5,3,12291
4,3,12958
3,3,12893
2,3,12959
1,3,12826
0,3,11490
23,2,11119
22,2,11251
21,2,11462
20,2,11573
19,2,12515
18,2,12841
17,2,12879
16,2,12513
15,2,11808
14,2,11595
13,2,11746
12,2,12000
11,2,12463
10,2,11991
9,2,11997
8,2,12008
7,2,12200
6,2,12378
5,2,12439
4,2,12878
3,2,12913
2,2,13085
1,2,13004
0,2,11480
23,1,11079
22,1,11318
21,1,11557
20,1,11554
19,1,12573
18,1,13006
17,1,12988
16,1,12483
15,1,11796
14,1,11589
13,1,11680
12,1,12097
11,1,12378
10,1,12142
9,1,11901
