FOV_row,FOV_col,count
22,22,6333
21,22,6503
20,22,7577
19,22,7576
18,22,5434
17,22,7382
16,22,7357
15,22,8156
14,22,8337
13,22,8358
12,22,7302
11,22,7330
10,22,7510
9,22,7979
8,22,7483
7,22,7266
6,22,7412
5,22,7474
4,22,6994
3,22,7408
2,22,7582
1,22,9192
0,22,4788
22,21,6540
21,21,6462
20,21,7294
19,21,7365
18,21,5271
17,21,6816
16,21,6914
15,21,7640
14,21,7951
13,21,8531
12,21,6347
11,21,7092
10,21,7092
9,21,7599
8,21,7317
7,21,7130
6,21,7181
5,21,7174
4,21,7142
3,21,7210
2,21,7742
1,21,9265
0,21,4730
22,20,6259
21,20,6645
20,20,7389
19,20,6976
18,20,5396
17,20,6481
16,20,6424
15,20,6858
14,20,7419
13,20,7845
12,20,6061
11,20,6625
10,20,7249
9,20,7572
8,20,7310
7,20,6739
6,20,6909
5,20,7079
4,20,7019
3,20,7018
2,20,7835
1,20,9275
0,20,4731
22,19,6194
21,19,6823
20,19,7081
19,19,6826
18,19,5184
17,19,6156
16,19,6189
15,19,6270
14,19,7092
13,19,7835
12,19,6264
11,19,6662
10,19,7312
9,19,7241
8,19,7252
7,19,6885
6,19,6537
5,19,7255
4,19,7136
3,19,7100
2,19,7958
1,19,9451
0,19,4912
22,18,6095
21,18,6459
20,18,6359
19,18,6303
18,18,5097
17,18,5604
16,18,5623
15,18,5489
14,18,6255
13,18,7246
12,18,6452
11,18,6437
10,18,6931
9,18,6902
8,18,6878
7,18,6316
6,18,6586
5,18,6673
4,18,7081
3,18,7198
2,18,7777
1,18,9155
0,18,4982
22,17,6875
21,17,6460
20,17,6349
19,17,5949
18,17,4974
17,17,5470
16,17,5022
15,17,5064
14,17,5719
13,17,6909
12,17,5825
11,17,6264
10,17,6788
9,17,6566
8,17,6840
7,17,6120
6,17,6879
5,17,6399
4,17,7116
3,17,7137
2,17,7879
1,17,9028
0,17,5597
22,16,7165
21,16,6570
20,16,6439
19,16,6111
18,16,5356
17,16,5318
16,16,5106
15,16,5310
14,16,5654
13,16,6192
12,16,5310
11,16,6716
10,16,7141
9,16,6685
8,16,7012
7,16,6644
6,16,7037
5,16,6656
4,16,7243
3,16,7466
2,16,8118
1,16,9713
0,16,5862
22,15,7161
21,15,6718
20,15,6212
19,15,5798
18,15,5116
17,15,5378
16,15,5118
15,15,5016
14,15,5601
13,15,6226
12,15,4840
11,15,6774
10,15,7166
9,15,6561
8,15,6633
7,15,6812
6,15,6704
5,15,6336
4,15,7295
3,15,7658
2,15,8468
1,15,9500
0,15,5687
22,14,7325
21,14,6788
20,14,5564
19,14,5579
18,14,5441
17,14,5436
16,14,5080
15,14,4902
14,14,5514
13,14,5784
12,14,4708
11,14,6642
10,14,6841
9,14,6196
8,14,6799
7,14,6422
6,14,6743
5,14,6099
4,14,7362
3,14,7658
2,14,8238
1,14,9342
0,14,5769
22,13,7526
21,13,7246
20,13,6025
19,13,5514
18,13,5621
17,13,5624
16,13,5347
15,13,5336
14,13,5575
13,13,5711
12,13,5056
11,13,7198
10,13,6843
9,13,6297
8,13,6692
7,13,6352
6,13,7048
5,13,6187
4,13,7254
3,13,7966
2,13,8257
1,13,9379
0,13,5700
22,12,7522
21,12,7205
20,12,5644
19,12,5223
18,12,5259
17,12,5636
16,12,5225
15,12,5300
14,12,5398
13,12,5555
12,12,4966
11,12,7090
10,12,6178
9,12,6207
8,12,6353
7,12,6219
6,12,6841
5,12,6293
4,12,7124
3,12,8084
2,12,8268
1,12,9141
0,12,5878
22,11,7683
21,11,7117
20,11,5577
19,11,4904
18,11,5315
17,11,5597
16,11,5612
15,11,5569
14,11,5806
13,11,5736
12,11,5187
11,11,7461
10,11,6642
9,11,6441
8,11,6682
7,11,6525
6,11,6836
5,11,6622
4,11,7449
3,11,8004
2,11,8355
1,11,9066
0,11,6034
22,10,7757
21,10,7025
20,10,5637
19,10,4903
18,10,5344
17,10,5868
16,10,5750
15,10,5924
14,10,6187
13,10,5690
12,10,5512
11,10,7522
10,10,6651
9,10,6643
8,10,6599
7,10,7030
6,10,6941
5,10,6719
4,10,7523
3,10,7938
2,10,8323
1,10,9017
0,10,6506
22,9,7945
21,9,7434
20,9,5754
19,9,4975
18,9,5037
17,9,5984
16,9,6266
15,9,5968
14,9,6456
13,9,6087
12,9,5567
11,9,7435
10,9,6820
9,9,6867
8,9,6716
7,9,7578
6,9,6992
5,9,6474
4,9,7517
3,9,8023
2,9,8382
1,9,9124
0,9,6931
22,8,7865
21,8,7278
20,8,5713
19,8,4853
18,8,5011
17,8,6023
16,8,6461
15,8,6431
14,8,6625
13,8,6293
12,8,5869
11,8,7708
10,8,6907
9,8,6441
8,8,6720
7,8,7101
6,8,6770
5,8,5976
4,8,7470
3,8,8195
2,8,8301
1,8,9075
0,8,6999
22,7,7859
21,7,7173
20,7,5526
19,7,5155
18,7,5829
17,7,6008
16,7,6777
15,7,6851
14,7,6698
13,7,6317
12,7,5846
11,7,7950
10,7,7280
9,7,6890
8,7,6950
7,7,6810
6,7,7016
5,7,6389
4,7,7654
3,7,8220
2,7,8573
1,7,9314
0,7,7223
22,6,7967
21,6,7285
20,6,5702
19,6,5275
18,6,6307
17,6,6690
16,6,7237
15,6,7288
14,6,7251
13,6,6683
12,6,5763
11,6,7891
10,6,7549
9,6,6889
8,6,7065
7,6,7116
6,6,7183
5,6,6799
4,6,8020
3,6,8277
2,6,8517
1,6,9536
0,6,7480
22,5,8060
21,5,7081
20,5,6175
19,5,5299
18,5,6401
17,5,6876
16,5,7476
15,5,7064
14,5,7666
13,5,6703
12,5,6103
11,5,7457
10,5,7333
9,5,7009
8,5,7130
7,5,7033
6,5,7156
5,5,6916
4,5,8026
3,5,8191
2,5,8983
1,5,9749
0,5,7748
22,4,8148
21,4,7213
20,4,6562
19,4,5699
18,4,6406
17,4,7575
16,4,7607
15,4,7082
14,4,7689
13,4,7165
12,4,5803
11,4,7584
10,4,7617
9,4,6958
8,4,7104
7,4,7293
6,4,7211
5,4,7296
4,4,8223
3,4,8482
2,4,9073
1,4,9888
0,4,7987
22,3,8414
21,3,7468
20,3,6285
19,3,5782
18,3,6768
17,3,7730
16,3,7788
15,3,7128
14,3,7242
13,3,7798
12,3,6079
11,3,7664
10,3,8009
9,3,7172
8,3,7166
7,3,7363
6,3,7345
5,3,7130
4,3,8472
3,3,8412
2,3,9343
1,3,9859
0,3,8477
22,2,8366
21,2,7540
20,2,6373
19,2,5800
18,2,6417
17,2,7683
16,2,7541
15,2,7314
14,2,7422
13,2,7784
12,2,6322
11,2,7382
10,2,7937
9,2,6880
8,2,7285
7,2,7308
6,2,7405
5,2,7653
4,2,8883
3,2,7789
2,2,9201
1,2,9772
0,2,8202
22,1,8523
21,1,7844
20,1,6611
19,1,5672
18,1,7370
17,1,7610
16,1,7524
15,1,7472
14,1,7475
13,1,7488
12,1,6177
11,1,7455
10,1,7914
9,1,6997
8,1,7263
7,1,7197
6,1,8030
5,1,7544
4,1,8734
3,1,7031
2,1,9280
1,1,8942
0,1,7731
22,0,8505
21,0,8401
20,0,6545
19,0,5414
18,0,7596
17,0,7944
16,0,7673
15,0,7701
14,0,7919
13,0,7375
12,0,6510
11,0,8165
10,0,7823
9,0,6911
8,0,6786
7,0,7212
6,0,8424
5,0,6741
4,0,8812
3,0,7194
2,0,7861
1,0,6681
0,0,6611
